file_name,set,class
verymildDem1668.jpg,train,VeryMildDemented
nonDem2330.jpg,train,NonDemented
27 (50).jpg,train,VeryMildDemented
nonDem1554.jpg,train,NonDemented
nonDem2334.jpg,train,NonDemented
nonDem2009.jpg,train,NonDemented
mildDem623.jpg,train,MildDemented
nonDem529.jpg,train,NonDemented
nonDem852.jpg,train,NonDemented
moderateDem28.jpg,train,ModerateDemented
nonDem234.jpg,train,NonDemented
verymildDem1188.jpg,train,VeryMildDemented
29 (32).jpg,train,NonDemented
nonDem1113.jpg,train,NonDemented
verymildDem1313.jpg,train,VeryMildDemented
mildDem211.jpg,train,MildDemented
mildDem111.jpg,train,MildDemented
nonDem584.jpg,train,NonDemented
verymildDem1555.jpg,train,VeryMildDemented
mildDem596.jpg,train,MildDemented
29 (8).jpg,train,NonDemented
nonDem383.jpg,train,NonDemented
nonDem266.jpg,train,NonDemented
29 (90).jpg,train,NonDemented
mildDem426.jpg,train,MildDemented
mildDem228.jpg,train,MildDemented
mildDem251.jpg,train,MildDemented
nonDem956.jpg,train,NonDemented
verymildDem965.jpg,train,VeryMildDemented
mildDem137.jpg,train,MildDemented
verymildDem948.jpg,train,VeryMildDemented
30 (6).jpg,train,NonDemented
verymildDem1035.jpg,train,VeryMildDemented
nonDem2298.jpg,train,NonDemented
nonDem635.jpg,train,NonDemented
nonDem2317.jpg,train,NonDemented
30 (67).jpg,train,NonDemented
verymildDem543.jpg,train,VeryMildDemented
32 (40).jpg,train,VeryMildDemented
nonDem2134.jpg,train,NonDemented
30 (28).jpg,train,MildDemented
mildDem311.jpg,train,MildDemented
verymildDem1759.jpg,train,VeryMildDemented
nonDem968.jpg,train,NonDemented
nonDem1966.jpg,train,NonDemented
nonDem920.jpg,train,NonDemented
31 (47).jpg,train,NonDemented
verymildDem726.jpg,train,VeryMildDemented
verymildDem220.jpg,train,VeryMildDemented
nonDem1297.jpg,train,NonDemented
32 (39).jpg,train,VeryMildDemented
verymildDem132.jpg,train,VeryMildDemented
nonDem2311.jpg,train,NonDemented
nonDem1121.jpg,train,NonDemented
nonDem2246.jpg,train,NonDemented
nonDem2521.jpg,train,NonDemented
nonDem2309.jpg,train,NonDemented
verymildDem1164.jpg,train,VeryMildDemented
nonDem2271.jpg,train,NonDemented
nonDem1301.jpg,train,NonDemented
verymildDem362.jpg,train,VeryMildDemented
nonDem1403.jpg,train,NonDemented
verymildDem1617.jpg,train,VeryMildDemented
verymildDem739.jpg,train,VeryMildDemented
32 (95).jpg,train,NonDemented
mildDem527.jpg,train,MildDemented
nonDem903.jpg,train,NonDemented
26 (67).jpg,train,NonDemented
31 (32).jpg,train,NonDemented
verymildDem793.jpg,train,VeryMildDemented
nonDem1047.jpg,train,NonDemented
nonDem1651.jpg,train,NonDemented
nonDem2554.jpg,train,NonDemented
nonDem1370.jpg,train,NonDemented
verymildDem436.jpg,train,VeryMildDemented
verymildDem42.jpg,train,VeryMildDemented
27 (21).jpg,train,NonDemented
nonDem1057.jpg,train,NonDemented
verymildDem860.jpg,train,VeryMildDemented
verymildDem1288.jpg,train,VeryMildDemented
verymildDem584.jpg,train,VeryMildDemented
verymildDem1397.jpg,train,VeryMildDemented
verymildDem750.jpg,train,VeryMildDemented
mildDem45.jpg,train,MildDemented
mildDem34.jpg,train,MildDemented
verymildDem542.jpg,train,VeryMildDemented
mildDem394.jpg,train,MildDemented
verymildDem426.jpg,train,VeryMildDemented
nonDem2053.jpg,train,NonDemented
mildDem660.jpg,train,MildDemented
nonDem711.jpg,train,NonDemented
verymildDem1703.jpg,train,VeryMildDemented
verymildDem287.jpg,train,VeryMildDemented
verymildDem60.jpg,train,VeryMildDemented
27 (67).jpg,train,VeryMildDemented
31 (22).jpg,train,VeryMildDemented
27 (34).jpg,train,VeryMildDemented
verymildDem1283.jpg,train,VeryMildDemented
nonDem2162.jpg,train,NonDemented
mildDem356.jpg,train,MildDemented
verymildDem620.jpg,train,VeryMildDemented
nonDem516.jpg,train,NonDemented
verymildDem1610.jpg,train,VeryMildDemented
verymildDem1300.jpg,train,VeryMildDemented
nonDem1940.jpg,train,NonDemented
verymildDem269.jpg,train,VeryMildDemented
verymildDem129.jpg,train,VeryMildDemented
verymildDem138.jpg,train,VeryMildDemented
verymildDem1049.jpg,train,VeryMildDemented
nonDem1212.jpg,train,NonDemented
28 (20).jpg,train,NonDemented
30 (8).jpg,train,MildDemented
mildDem162.jpg,train,MildDemented
nonDem2084.jpg,train,NonDemented
nonDem332.jpg,train,NonDemented
verymildDem144.jpg,train,VeryMildDemented
nonDem2017.jpg,train,NonDemented
nonDem1369.jpg,train,NonDemented
verymildDem1053.jpg,train,VeryMildDemented
nonDem963.jpg,train,NonDemented
verymildDem872.jpg,train,VeryMildDemented
mildDem333.jpg,train,MildDemented
nonDem1558.jpg,train,NonDemented
verymildDem1499.jpg,train,VeryMildDemented
nonDem1872.jpg,train,NonDemented
nonDem619.jpg,train,NonDemented
nonDem1413.jpg,train,NonDemented
moderateDem24.jpg,train,ModerateDemented
nonDem2197.jpg,train,NonDemented
nonDem151.jpg,train,NonDemented
nonDem2382.jpg,train,NonDemented
nonDem1507.jpg,train,NonDemented
verymildDem1235.jpg,train,VeryMildDemented
mildDem502.jpg,train,MildDemented
mildDem345.jpg,train,MildDemented
mildDem177.jpg,train,MildDemented
nonDem764.jpg,train,NonDemented
verymildDem1099.jpg,train,VeryMildDemented
mildDem607.jpg,train,MildDemented
verymildDem414.jpg,train,VeryMildDemented
verymildDem869.jpg,train,VeryMildDemented
mildDem175.jpg,train,MildDemented
28.jpg,train,MildDemented
nonDem342.jpg,train,NonDemented
verymildDem1745.jpg,train,VeryMildDemented
verymildDem305.jpg,train,VeryMildDemented
nonDem943.jpg,train,NonDemented
nonDem1245.jpg,train,NonDemented
nonDem2397.jpg,train,NonDemented
nonDem1268.jpg,train,NonDemented
nonDem35.jpg,train,NonDemented
verymildDem1722.jpg,train,VeryMildDemented
verymildDem76.jpg,train,VeryMildDemented
nonDem116.jpg,train,NonDemented
nonDem2147.jpg,train,NonDemented
30 (44).jpg,train,VeryMildDemented
verymildDem1291.jpg,train,VeryMildDemented
27 (40).jpg,train,NonDemented
mildDem641.jpg,train,MildDemented
nonDem1900.jpg,train,NonDemented
nonDem658.jpg,train,NonDemented
verymildDem228.jpg,train,VeryMildDemented
nonDem1458.jpg,train,NonDemented
31 (61).jpg,train,VeryMildDemented
verymildDem880.jpg,train,VeryMildDemented
nonDem1721.jpg,train,NonDemented
verymildDem1403.jpg,train,VeryMildDemented
nonDem11.jpg,train,NonDemented
mildDem538.jpg,train,MildDemented
nonDem2472.jpg,train,NonDemented
nonDem739.jpg,train,NonDemented
verymildDem1325.jpg,train,VeryMildDemented
nonDem2540.jpg,train,NonDemented
30 (24).jpg,train,NonDemented
31 (46).jpg,train,NonDemented
verymildDem847.jpg,train,VeryMildDemented
27 (45).jpg,train,VeryMildDemented
30 (31).jpg,train,VeryMildDemented
nonDem1266.jpg,train,NonDemented
verymildDem861.jpg,train,VeryMildDemented
verymildDem1532.jpg,train,VeryMildDemented
nonDem187.jpg,train,NonDemented
32 (98).jpg,train,NonDemented
verymildDem1663.jpg,train,VeryMildDemented
verymildDem1470.jpg,train,VeryMildDemented
verymildDem1107.jpg,train,VeryMildDemented
28 (41).jpg,train,VeryMildDemented
verymildDem1542.jpg,train,VeryMildDemented
nonDem268.jpg,train,NonDemented
verymildDem919.jpg,train,VeryMildDemented
nonDem976.jpg,train,NonDemented
nonDem471.jpg,train,NonDemented
nonDem2222.jpg,train,NonDemented
nonDem975.jpg,train,NonDemented
verymildDem812.jpg,train,VeryMildDemented
mildDem270.jpg,train,MildDemented
verymildDem346.jpg,train,VeryMildDemented
verymildDem792.jpg,train,VeryMildDemented
mildDem505.jpg,train,MildDemented
nonDem1604.jpg,train,NonDemented
27 (69).jpg,train,VeryMildDemented
verymildDem1634.jpg,train,VeryMildDemented
27 (48).jpg,train,VeryMildDemented
verymildDem1569.jpg,train,VeryMildDemented
verymildDem1276.jpg,train,VeryMildDemented
verymildDem17.jpg,train,VeryMildDemented
nonDem528.jpg,train,NonDemented
nonDem104.jpg,train,NonDemented
mildDem31.jpg,train,MildDemented
nonDem1033.jpg,train,NonDemented
31 (12).jpg,train,MildDemented
29 (74).jpg,train,NonDemented
nonDem2065.jpg,train,NonDemented
mildDem636.jpg,train,MildDemented
26 (66).jpg,train,VeryMildDemented
nonDem768.jpg,train,NonDemented
mildDem618.jpg,train,MildDemented
verymildDem1778.jpg,train,VeryMildDemented
nonDem167.jpg,train,NonDemented
verymildDem993.jpg,train,VeryMildDemented
mildDem577.jpg,train,MildDemented
29.jpg,train,VeryMildDemented
27 (24).jpg,train,VeryMildDemented
verymildDem1412.jpg,train,VeryMildDemented
verymildDem891.jpg,train,VeryMildDemented
nonDem2263.jpg,train,NonDemented
nonDem1482.jpg,train,NonDemented
nonDem1074.jpg,train,NonDemented
nonDem286.jpg,train,NonDemented
28 (26).jpg,train,VeryMildDemented
26 (78).jpg,train,NonDemented
verymildDem953.jpg,train,VeryMildDemented
verymildDem205.jpg,train,VeryMildDemented
verymildDem960.jpg,train,VeryMildDemented
verymildDem1392.jpg,train,VeryMildDemented
nonDem2370.jpg,train,NonDemented
31 (8).jpg,train,VeryMildDemented
nonDem255.jpg,train,NonDemented
30 (50).jpg,train,NonDemented
mildDem5.jpg,train,MildDemented
nonDem1649.jpg,train,NonDemented
mildDem389.jpg,train,MildDemented
verymildDem149.jpg,train,VeryMildDemented
31 (69).jpg,train,VeryMildDemented
nonDem326.jpg,train,NonDemented
verymildDem230.jpg,train,VeryMildDemented
26 (46).jpg,train,VeryMildDemented
nonDem1318.jpg,train,NonDemented
verymildDem1155.jpg,train,VeryMildDemented
verymildDem400.jpg,train,VeryMildDemented
31 (13).jpg,train,MildDemented
nonDem1567.jpg,train,NonDemented
30 (22).jpg,train,NonDemented
nonDem1824.jpg,train,NonDemented
nonDem1397.jpg,train,NonDemented
nonDem1610.jpg,train,NonDemented
verymildDem289.jpg,train,VeryMildDemented
verymildDem1027.jpg,train,VeryMildDemented
nonDem1577.jpg,train,NonDemented
nonDem1573.jpg,train,NonDemented
30 (10).jpg,train,NonDemented
nonDem1256.jpg,train,NonDemented
mildDem475.jpg,train,MildDemented
verymildDem924.jpg,train,VeryMildDemented
nonDem1829.jpg,train,NonDemented
30 (50).jpg,train,VeryMildDemented
32 (15).jpg,train,VeryMildDemented
verymildDem309.jpg,train,VeryMildDemented
mildDem564.jpg,train,MildDemented
nonDem709.jpg,train,NonDemented
nonDem1499.jpg,train,NonDemented
nonDem653.jpg,train,NonDemented
nonDem385.jpg,train,NonDemented
nonDem940.jpg,train,NonDemented
nonDem1471.jpg,train,NonDemented
nonDem2518.jpg,train,NonDemented
verymildDem1614.jpg,train,VeryMildDemented
nonDem2168.jpg,train,NonDemented
32 (2).jpg,train,MildDemented
31 (70).jpg,train,NonDemented
28.jpg,train,VeryMildDemented
30 (2).jpg,train,ModerateDemented
verymildDem1489.jpg,train,VeryMildDemented
nonDem1710.jpg,train,NonDemented
28 (48).jpg,train,VeryMildDemented
verymildDem579.jpg,train,VeryMildDemented
31 (34).jpg,train,VeryMildDemented
mildDem644.jpg,train,MildDemented
verymildDem1718.jpg,train,VeryMildDemented
verymildDem215.jpg,train,VeryMildDemented
verymildDem1657.jpg,train,VeryMildDemented
mildDem218.jpg,train,MildDemented
verymildDem401.jpg,train,VeryMildDemented
nonDem1720.jpg,train,NonDemented
mildDem337.jpg,train,MildDemented
nonDem2038.jpg,train,NonDemented
nonDem1466.jpg,train,NonDemented
28 (30).jpg,train,VeryMildDemented
verymildDem376.jpg,train,VeryMildDemented
nonDem2073.jpg,train,NonDemented
nonDem1354.jpg,train,NonDemented
verymildDem75.jpg,train,VeryMildDemented
31 (63).jpg,train,VeryMildDemented
mildDem466.jpg,train,MildDemented
nonDem2470.jpg,train,NonDemented
verymildDem1062.jpg,train,VeryMildDemented
nonDem2238.jpg,train,NonDemented
nonDem562.jpg,train,NonDemented
verymildDem998.jpg,train,VeryMildDemented
nonDem44.jpg,train,NonDemented
28 (19).jpg,train,VeryMildDemented
29 (16).jpg,train,NonDemented
nonDem2448.jpg,train,NonDemented
verymildDem1731.jpg,train,VeryMildDemented
nonDem640.jpg,train,NonDemented
mildDem362.jpg,train,MildDemented
28 (62).jpg,train,VeryMildDemented
verymildDem640.jpg,train,VeryMildDemented
nonDem2252.jpg,train,NonDemented
nonDem549.jpg,train,NonDemented
31 (66).jpg,train,NonDemented
30 (16).jpg,train,NonDemented
nonDem1609.jpg,train,NonDemented
nonDem1166.jpg,train,NonDemented
verymildDem122.jpg,train,VeryMildDemented
mildDem694.jpg,train,MildDemented
26 (84).jpg,train,NonDemented
nonDem1971.jpg,train,NonDemented
verymildDem340.jpg,train,VeryMildDemented
28 (74).jpg,train,NonDemented
32 (7).jpg,train,MildDemented
verymildDem1024.jpg,train,VeryMildDemented
27 (23).jpg,train,VeryMildDemented
30 (62).jpg,train,NonDemented
verymildDem1501.jpg,train,VeryMildDemented
29 (40).jpg,train,NonDemented
verymildDem1546.jpg,train,VeryMildDemented
verymildDem460.jpg,train,VeryMildDemented
nonDem1108.jpg,train,NonDemented
nonDem579.jpg,train,NonDemented
verymildDem1640.jpg,train,VeryMildDemented
verymildDem859.jpg,train,VeryMildDemented
nonDem2374.jpg,train,NonDemented
nonDem2292.jpg,train,NonDemented
nonDem237.jpg,train,NonDemented
mildDem85.jpg,train,MildDemented
31 (58).jpg,train,VeryMildDemented
nonDem1645.jpg,train,NonDemented
nonDem2312.jpg,train,NonDemented
32 (32).jpg,train,VeryMildDemented
verymildDem1648.jpg,train,VeryMildDemented
nonDem305.jpg,train,NonDemented
verymildDem1031.jpg,train,VeryMildDemented
27 (56).jpg,train,VeryMildDemented
verymildDem1243.jpg,train,VeryMildDemented
nonDem1659.jpg,train,NonDemented
30 (52).jpg,train,NonDemented
32 (20).jpg,train,NonDemented
30 (76).jpg,train,NonDemented
nonDem149.jpg,train,NonDemented
nonDem1290.jpg,train,NonDemented
verymildDem1539.jpg,train,VeryMildDemented
verymildDem979.jpg,train,VeryMildDemented
verymildDem1667.jpg,train,VeryMildDemented
verymildDem434.jpg,train,VeryMildDemented
nonDem2507.jpg,train,NonDemented
32 (81).jpg,train,NonDemented
verymildDem480.jpg,train,VeryMildDemented
29 (23).jpg,train,NonDemented
27 (96).jpg,train,NonDemented
30.jpg,train,VeryMildDemented
31 (4).jpg,train,MildDemented
nonDem2293.jpg,train,NonDemented
32 (45).jpg,train,NonDemented
nonDem1757.jpg,train,NonDemented
nonDem909.jpg,train,NonDemented
mildDem199.jpg,train,MildDemented
nonDem1518.jpg,train,NonDemented
nonDem630.jpg,train,NonDemented
nonDem1952.jpg,train,NonDemented
27 (72).jpg,train,NonDemented
29 (53).jpg,train,VeryMildDemented
verymildDem884.jpg,train,VeryMildDemented
nonDem2488.jpg,train,NonDemented
nonDem1594.jpg,train,NonDemented
nonDem970.jpg,train,NonDemented
verymildDem435.jpg,train,VeryMildDemented
verymildDem296.jpg,train,VeryMildDemented
verymildDem63.jpg,train,VeryMildDemented
32 (67).jpg,train,VeryMildDemented
31 (2).jpg,train,ModerateDemented
verymildDem509.jpg,train,VeryMildDemented
30 (12).jpg,train,VeryMildDemented
nonDem1424.jpg,train,NonDemented
29 (11).jpg,train,VeryMildDemented
nonDem1551.jpg,train,NonDemented
nonDem2056.jpg,train,NonDemented
nonDem1120.jpg,train,NonDemented
nonDem1262.jpg,train,NonDemented
verymildDem506.jpg,train,VeryMildDemented
31 (57).jpg,train,NonDemented
verymildDem1408.jpg,train,VeryMildDemented
nonDem1282.jpg,train,NonDemented
mildDem431.jpg,train,MildDemented
nonDem318.jpg,train,NonDemented
nonDem519.jpg,train,NonDemented
verymildDem989.jpg,train,VeryMildDemented
29 (26).jpg,train,VeryMildDemented
nonDem2023.jpg,train,NonDemented
mildDem297.jpg,train,MildDemented
nonDem716.jpg,train,NonDemented
mildDem661.jpg,train,MildDemented
mildDem161.jpg,train,MildDemented
verymildDem906.jpg,train,VeryMildDemented
verymildDem231.jpg,train,VeryMildDemented
nonDem1722.jpg,train,NonDemented
verymildDem745.jpg,train,VeryMildDemented
verymildDem489.jpg,train,VeryMildDemented
verymildDem1727.jpg,train,VeryMildDemented
verymildDem524.jpg,train,VeryMildDemented
29 (58).jpg,train,VeryMildDemented
nonDem1673.jpg,train,NonDemented
mildDem138.jpg,train,MildDemented
nonDem1742.jpg,train,NonDemented
nonDem828.jpg,train,NonDemented
nonDem1913.jpg,train,NonDemented
verymildDem49.jpg,train,VeryMildDemented
verymildDem689.jpg,train,VeryMildDemented
mildDem715.jpg,train,MildDemented
29 (64).jpg,train,NonDemented
mildDem220.jpg,train,MildDemented
verymildDem508.jpg,train,VeryMildDemented
nonDem2344.jpg,train,NonDemented
26 (91).jpg,train,NonDemented
nonDem1775.jpg,train,NonDemented
nonDem1648.jpg,train,NonDemented
nonDem554.jpg,train,NonDemented
nonDem2151.jpg,train,NonDemented
nonDem2095.jpg,train,NonDemented
verymildDem876.jpg,train,VeryMildDemented
mildDem441.jpg,train,MildDemented
nonDem652.jpg,train,NonDemented
nonDem1450.jpg,train,NonDemented
nonDem259.jpg,train,NonDemented
verymildDem647.jpg,train,VeryMildDemented
nonDem1695.jpg,train,NonDemented
nonDem1304.jpg,train,NonDemented
nonDem1603.jpg,train,NonDemented
32 (38).jpg,train,VeryMildDemented
31 (21).jpg,train,MildDemented
32 (9).jpg,train,VeryMildDemented
verymildDem746.jpg,train,VeryMildDemented
mildDem234.jpg,train,MildDemented
nonDem2247.jpg,train,NonDemented
verymildDem633.jpg,train,VeryMildDemented
verymildDem253.jpg,train,VeryMildDemented
32 (27).jpg,train,NonDemented
nonDem1632.jpg,train,NonDemented
verymildDem665.jpg,train,VeryMildDemented
nonDem1122.jpg,train,NonDemented
verymildDem1285.jpg,train,VeryMildDemented
nonDem252.jpg,train,NonDemented
nonDem641.jpg,train,NonDemented
nonDem575.jpg,train,NonDemented
moderateDem48.jpg,train,ModerateDemented
31 (12).jpg,train,NonDemented
nonDem159.jpg,train,NonDemented
nonDem415.jpg,train,NonDemented
mildDem396.jpg,train,MildDemented
31 (63).jpg,train,NonDemented
verymildDem1146.jpg,train,VeryMildDemented
nonDem1013.jpg,train,NonDemented
nonDem1820.jpg,train,NonDemented
verymildDem87.jpg,train,VeryMildDemented
nonDem355.jpg,train,NonDemented
nonDem832.jpg,train,NonDemented
verymildDem119.jpg,train,VeryMildDemented
verymildDem1217.jpg,train,VeryMildDemented
nonDem2434.jpg,train,NonDemented
mildDem347.jpg,train,MildDemented
nonDem338.jpg,train,NonDemented
verymildDem1466.jpg,train,VeryMildDemented
mildDem254.jpg,train,MildDemented
nonDem2300.jpg,train,NonDemented
32 (35).jpg,train,VeryMildDemented
mildDem219.jpg,train,MildDemented
verymildDem9.jpg,train,VeryMildDemented
nonDem205.jpg,train,NonDemented
mildDem64.jpg,train,MildDemented
32 (9).jpg,train,NonDemented
nonDem1028.jpg,train,NonDemented
31 (83).jpg,train,NonDemented
verymildDem6.jpg,train,VeryMildDemented
nonDem14.jpg,train,NonDemented
nonDem2547.jpg,train,NonDemented
28 (56).jpg,train,VeryMildDemented
nonDem2273.jpg,train,NonDemented
nonDem1946.jpg,train,NonDemented
verymildDem840.jpg,train,VeryMildDemented
29 (15).jpg,train,MildDemented
nonDem1600.jpg,train,NonDemented
nonDem139.jpg,train,NonDemented
verymildDem1508.jpg,train,VeryMildDemented
nonDem2512.jpg,train,NonDemented
verymildDem114.jpg,train,VeryMildDemented
nonDem2477.jpg,train,NonDemented
nonDem849.jpg,train,NonDemented
31 (3).jpg,train,NonDemented
nonDem1570.jpg,train,NonDemented
verymildDem941.jpg,train,VeryMildDemented
nonDem933.jpg,train,NonDemented
verymildDem403.jpg,train,VeryMildDemented
nonDem311.jpg,train,NonDemented
nonDem2080.jpg,train,NonDemented
nonDem1680.jpg,train,NonDemented
verymildDem650.jpg,train,VeryMildDemented
verymildDem185.jpg,train,VeryMildDemented
verymildDem830.jpg,train,VeryMildDemented
nonDem1258.jpg,train,NonDemented
nonDem1008.jpg,train,NonDemented
verymildDem800.jpg,train,VeryMildDemented
28 (15).jpg,train,NonDemented
nonDem896.jpg,train,NonDemented
verymildDem1790.jpg,train,VeryMildDemented
verymildDem21.jpg,train,VeryMildDemented
nonDem934.jpg,train,NonDemented
nonDem18.jpg,train,NonDemented
verymildDem1156.jpg,train,VeryMildDemented
verymildDem1737.jpg,train,VeryMildDemented
verymildDem1492.jpg,train,VeryMildDemented
mildDem408.jpg,train,MildDemented
mildDem680.jpg,train,MildDemented
nonDem1963.jpg,train,NonDemented
nonDem299.jpg,train,NonDemented
verymildDem1131.jpg,train,VeryMildDemented
verymildDem1641.jpg,train,VeryMildDemented
32 (11).jpg,train,MildDemented
28 (23).jpg,train,NonDemented
27 (14).jpg,train,NonDemented
verymildDem575.jpg,train,VeryMildDemented
verymildDem268.jpg,train,VeryMildDemented
verymildDem1573.jpg,train,VeryMildDemented
29 (89).jpg,train,NonDemented
29 (62).jpg,train,VeryMildDemented
nonDem985.jpg,train,NonDemented
verymildDem625.jpg,train,VeryMildDemented
verymildDem892.jpg,train,VeryMildDemented
32 (19).jpg,train,VeryMildDemented
nonDem1250.jpg,train,NonDemented
nonDem1953.jpg,train,NonDemented
31 (54).jpg,train,VeryMildDemented
verymildDem537.jpg,train,VeryMildDemented
29 (19).jpg,train,VeryMildDemented
verymildDem344.jpg,train,VeryMildDemented
nonDem1485.jpg,train,NonDemented
verymildDem1344.jpg,train,VeryMildDemented
nonDem147.jpg,train,NonDemented
30 (43).jpg,train,NonDemented
mildDem481.jpg,train,MildDemented
29 (49).jpg,train,VeryMildDemented
mildDem120.jpg,train,MildDemented
29 (19).jpg,train,MildDemented
27 (28).jpg,train,VeryMildDemented
30 (25).jpg,train,NonDemented
31 (68).jpg,train,VeryMildDemented
verymildDem156.jpg,train,VeryMildDemented
verymildDem492.jpg,train,VeryMildDemented
nonDem246.jpg,train,NonDemented
verymildDem1267.jpg,train,VeryMildDemented
verymildDem386.jpg,train,VeryMildDemented
verymildDem668.jpg,train,VeryMildDemented
nonDem2136.jpg,train,NonDemented
nonDem1759.jpg,train,NonDemented
31 (8).jpg,train,MildDemented
verymildDem478.jpg,train,VeryMildDemented
28 (85).jpg,train,NonDemented
nonDem2132.jpg,train,NonDemented
nonDem428.jpg,train,NonDemented
30 (87).jpg,train,NonDemented
verymildDem1159.jpg,train,VeryMildDemented
nonDem1802.jpg,train,NonDemented
verymildDem416.jpg,train,VeryMildDemented
mildDem103.jpg,train,MildDemented
31 (11).jpg,train,MildDemented
nonDem1193.jpg,train,NonDemented
nonDem1434.jpg,train,NonDemented
verymildDem1706.jpg,train,VeryMildDemented
verymildDem1770.jpg,train,VeryMildDemented
32 (26).jpg,train,NonDemented
verymildDem1450.jpg,train,VeryMildDemented
nonDem274.jpg,train,NonDemented
30 (79).jpg,train,NonDemented
verymildDem626.jpg,train,VeryMildDemented
nonDem725.jpg,train,NonDemented
verymildDem848.jpg,train,VeryMildDemented
28 (32).jpg,train,NonDemented
verymildDem1015.jpg,train,VeryMildDemented
28 (4).jpg,train,NonDemented
nonDem114.jpg,train,NonDemented
verymildDem1046.jpg,train,VeryMildDemented
nonDem1125.jpg,train,NonDemented
verymildDem1732.jpg,train,VeryMildDemented
mildDem341.jpg,train,MildDemented
verymildDem1413.jpg,train,VeryMildDemented
mildDem73.jpg,train,MildDemented
nonDem1839.jpg,train,NonDemented
mildDem50.jpg,train,MildDemented
verymildDem1269.jpg,train,VeryMildDemented
verymildDem1206.jpg,train,VeryMildDemented
verymildDem1322.jpg,train,VeryMildDemented
nonDem26.jpg,train,NonDemented
nonDem2407.jpg,train,NonDemented
nonDem2405.jpg,train,NonDemented
mildDem275.jpg,train,MildDemented
nonDem2174.jpg,train,NonDemented
nonDem390.jpg,train,NonDemented
mildDem283.jpg,train,MildDemented
verymildDem1006.jpg,train,VeryMildDemented
verymildDem1148.jpg,train,VeryMildDemented
nonDem712.jpg,train,NonDemented
verymildDem1037.jpg,train,VeryMildDemented
nonDem890.jpg,train,NonDemented
verymildDem821.jpg,train,VeryMildDemented
nonDem2096.jpg,train,NonDemented
nonDem638.jpg,train,NonDemented
nonDem853.jpg,train,NonDemented
nonDem1589.jpg,train,NonDemented
